Composite Ticker,Composite Name,RIC,Bloomberg Symbol,FutVal,Exchange,52 Week Price Range,AveVol,NAV Date,NAV,AUM,Market Cap,Leverage,Inception Date,Expense Ratio,MorningStar Category,ETF Type,Total Holdings,YTD Return,1 month Return,1 Year Return,3 Year Return,Percent Above Constituent's 200 Day Moving Average,Advances,Declines,Advancing Volume,Declining Volume,New 1 Year Highs,New 1 Year Lows,FutVal,FutVal,FutVal,FutVal,FutVal,CUSIP,ISIN,Description
EWO,iShares MSCI Austria Index Fund ETF,EWO,EWO:US,,NYSEArca,14.07 - 14.30,61595,04/14/2020,14.11,45157434,44928000,1,1996-03-12,0.49,,Global Equity ETF,33,,,,,na,na,na,na,na,na,na,,,,,,464286202,2373669,The investment seeks to track the investment results of the MSCI Ausia IMI 25/50 Index.  The fund generally invests at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in the index. The index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer of a component exceeds 25% of the index weight  and all issuers with a weight above 5% do not cumulatively exceed 50% of the index weight. The fund is non-diversified.
EWK,iShares MSCI Belgium Index Fund ETF,EWK,EWK:US,,NYSEArca,15.19 - 15.46,33546,04/14/2020,15.22,31664048,31928000,1,1996-03-12,0.49,,Global Equity ETF,50,,,,,na,na,na,na,na,na,na,,,,,,464286301,2373670,The investment seeks to track the investment results of the MSCI Belgium IMI 25/50 Index.  The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index is designed to measure broad-based equity market performance in Belgium. A capping methodology is applied that limits the weight of any single component to a maximum of 25% of the underlying index. The fund is non-diversified.
EWZ,iShares MSCI Brazil Index Fund ETF,EWZ,EWZ:US,,NYSEArca,25.44 - 26.66,37051075,04/14/2020,25.4,5560402747,5574467000,1,2000-07-10,0.59,,Global Equity ETF,60,,,,,na,na,na,na,na,na,na,,,,,,464286400,2726014,The investment seeks to track the investment results of the MSCI Brazil 25/50 Index.  The fund invests at least 95% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index  consists of stocks aded primarily on B3 (the largest Brazilian exchange)  is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer of a component exceeds 25% of the underlying index weight  and all issuers with weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.
EWZS,iShares MSCI Brazil Small Cap Index Fund (EWZS) ETF,EWZS.O,EWZS:US,,NasdaqGS,10.25 - 10.69,229653,04/14/2020,10.17, ,90932000,1,2010-09-28,0.59,,Global Equity ETF,80,,,,,na,na,na,na,na,na,na,,,,,,464289131,B4PL1Z7,The investment seeks to track the investment results of the MSCI Brazil Small Cap Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index designed to measure the performance of equity securities in the bottom 14% by market capitalization of equity securities listed on stock exchanges in Brazil.
BKF,iShares MSCI BRIC Index Fund ETF,BKF,BKF:US,,NYSEArca,36.97 - 37.67,156022,04/14/2020,37.35,147519710,146268500,1,2007-11-12,0.69,,Global Equity ETF,674,,,,,na,na,na,na,na,na,na,,,,,,464286657,B29FC70,The investment seeks to track the investment results of the MSCI BRIC Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization index that is designed to measure the combined equity market performance in Brazil  Russia  India and China ('BRIC').
EWC,iShares MSCI Canada Index Fund ETF,EWC,EWC:US,,NYSEArca,22.81 - 23.47,3864738,04/14/2020,23.02,1853320749,1867600000,1,1996-03-12,0.49,,Global Equity ETF,94,,,,,na,na,na,na,na,na,na,,,,,,464286509,2373681,The investment seeks to track the investment results of the MSCI Canada Custom Capped Index.  The fund will at all times invest at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is designed to measure broad-based equity performance in Canada. The underlying index uses a capping methodology to limit the weight of any single component to a maximum of 25% of the underlying index. The underlying index may include large-  mid- or small-capitalization companies.
ECH,iShares MSCI Chile ETF,ECH,ECH:US,,BATS,23.76 - 24.64,594056,04/14/2020,24.53,348288881,347270000,1,2007-11-12,0.59,,Global Equity ETF,36,,,,,na,na,na,na,na,na,na,,,,,,464286640,B29FC81,The investment seeks to track the investment results of the MSCI Chile IMI 25/50 Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is a free float-adjusted market capitalization index that is designed to measure broad-based equity market performance in Chile. The fund is non-diversified.
CNYA,iShares MSCI China A ETF,CNYA.K,CNYA:US,,BATS,28.50 - 28.82,75535,04/14/2020,28.05,318406839,317800000,1,2016-06-13,0.65,,Global Equity ETF,470,,,,,na,na,na,na,na,na,na,,,,,,46434V514,BYM79X2,The investment seeks to track the investment results of the MSCI China A Inclusion Index composed of domestic Chinese equities that ade on the Shanghai or Shenzhen Stock Exchange.  The fund generally will invest at least 90% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index is designed to measure the equity market performance in the People's Republic of China  as represented by 'A-shares' that are accessible through the Shanghai Connect or the Shenzhen-Hong Kong Stock Connect program. The fund is non-diversified.
MCHI,iShares MSCI China ETF,MCHI.O,MCHI:US,,NasdaqGS,58.19 - 59.27,5783979,04/14/2020,58.9, ,5193912000,1,2011-03-29,0.59,,Global Equity ETF,609,,,,,na,na,na,na,na,na,na,,,,,,46429B671,B5LX1Z4,The investment seeks to track the investment results of the MSCI China Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index designed to measure the performance of equity securities in the top 85% in market capitalization of the Chinese equity securities markets  as represented by the H-Shares and B-Shares markets. The fund is non-diversified.
ECNS,iShares MSCI China Small Cap Index Fund (ECNS) ETF,ECNS.K,ECNS:US,,NYSEArca,35.42 - 35.91,31835,04/14/2020,35.79,41153616,40633065,1,2010-09-28,0.59,,Global Equity ETF,261,,,,,na,na,na,na,na,na,na,,,,,,46429B200,B4NZ9J1,The investment seeks to track the investment results of the MSCI China Small Cap Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index designed to measure the performance of equity securities in the bottom 14% by market capitalization of the Chinese equity securities markets  as represented by the H-Shares and B-Shares markets.
ICOL,iShares MSCI Colombia Capped ETF,ICOL.K,ICOL:US,,NYSEArca,8.23 - 8.45,14617,04/14/2020,8.31,13710015,13629000,1,2013-06-18,0.61,,Global Equity ETF,34,,,,,na,na,na,na,na,na,na,,,,,,46434G202,BBP6Y85,The investment seeks to track the investment results of the MSCI All Colombia Capped Index composed of Colombian equities.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index and may invest up to 10% of its assets in certain futures  options and swap conacts  cash and cash equivalents. The index is designed to represent the performance of the broad Colombia equity universe. The fund is non-diversified.
EDEN,iShares MSCI Denmark Cppd Investable Mkt ETF,EDEN.K,EDEN:US,,BATS,61.68 - 62.22,14827,04/14/2020,60.77,33423754,33624470,1,2012-01-25,0.53,,Global Equity ETF,49,,,,,na,na,na,na,na,na,na,,,,,,46429B523,B58PLP3,The investment seeks to track the investment results of the MSCI Denmark IMI 25/50 Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure broad-based equity market performance in Denmark. A capping methodology is applied that limits the weight of any single component to a maximum of 25% of the underlying index. The fund is non-diversified.
ESGD,iShares MSCI EAFE ESG Optimized ETF,ESGD.O,ESGD:US,,NasdaqGS,54.54 - 55.37,340611,04/14/2020,54.7,1690341055,1690230000,1,2016-06-28,0.20,,Global Equity ETF,478,,,,,na,na,na,na,na,na,na,,,,,,46435G516,BD06LG1,The investment seeks to track the investment results of the MSCI EAFE Extended ESG Focus Index.  The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is composed of large- and mid-capitalization developed market equities  excluding the U.S. and Canada that have positive environmental  social and governance characteristics as identified by the index provider. The fund is non-diversified.
EFA,iShares MSCI EAFE Index Fund ETF,EFA,EFA:US,,NYSEArca,55.00 - 55.77,43488493,04/14/2020,55.21,47170503811,47290368000,1,2001-08-14,0.32,,Global Equity ETF,946,,,,,na,na,na,na,na,na,na,,,,,,464287465,2801290,The investment seeks to track the investment results of the MSCI EAFE Index composed of large- and mid-capitalization developed market equities  excluding the U.S. and Canada.  The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The index measures the equity market performance of developed markets outside of the U.S. and Canada. The underlying index may include large- or mid-capitalization companies.
EFAV,iShares MSCI EAFE Minimum Volatility Index Fund ETF,EFAV.K,EFAV:US,,BATS,63.12 - 63.85,1938627,04/14/2020,63.35,10427217747,10387906000,1,2011-10-18,0.20,,Global Equity ETF,304,,,,,na,na,na,na,na,na,na,,,,,,46429B689,B74T2D8,The investment seeks the investment results of the MSCI EAFE Minimum Volatility (USD) Index composed of developed market equities that  in the aggregate  have lower volatility characteristics relative to the broader developed equity markets  excluding the U.S. and Canada.  The fund generally will invest at least 90% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index measures the performance of international equity securities that in the aggregate have lower volatility relative to the MSCI EAFE Index.
