NUM;ETF TYPE;EXCHANGE TRADED FUNDS NAME;ISIN;PRODUCT FAMILY;XETRA SYMBOL;REUTERS CODE;BLOOMBERG TICKER;MANAGEMENT FEE IN %;ONGOING CHARGES;USE OF PROFITS;REPLICATION METHOD;FUND CURRENCY;TRADING CURRENCY;MQV;MAX SPREAD;iNAV (REUTERS);iNAV (BLOOMBERG);BENCHMARK;HOMEPAGE ISSUER
832;ETF;iShares J.P. Morgan $ EM Bond EUR Hedged UCITS ETF (Dist);IE00B9M6RS56;iShares;IS3C;IS3C.DE;IS3C GY;;0,50%;Distributing;Optimised;EUR;EUR;2500 shares;2,50%;DN21INAV.DE;INAVMBEE;J.P. Morgan EMBI Global Core EUR Hedged Index;www.ishares.com
833;ETF;iShares J.P. Morgan $ EM Corp Bond UCITS ETF USD (Dist);IE00B6TLBW47;iShares;IS0Q;IS0Q.DE;IS0Q GY;;0,50%;Distributing;Optimised;USD;EUR;100000 EUR;3,00%;EMCREINAV.DE;INAVMCRE;J.P. Morgan CEMBI Broad Diversified Core Index;www.ishares.com
834;ETF;iShares MSCI ACWI UCITS ETF USD (Acc);IE00B6R52259;iShares;IUSQ;IUSQ.DE;IUSQ GY;;0,60%;Accumulating;Optimised;USD;EUR;200000 EUR;3,00%;ISACEINAV.DE;INAVSACE;MSCI All Country World Index;www.ishares.com
835;ETF;iShares MSCI EM Consumer Growth UCITS ETF USD (Acc);IE00BKM4H197;iShares;CEMG;CEMG.DE;CEMG GY;;0,60%;Accumulating;Optimised;USD;EUR;2500 shares;2,50%;X2EVINAV.DE;INAVEMGE;MSCI All Country World Emerging Markets Consumer Growth Index;www.ishares.com
836;ETF;iShares MSCI Japan EUR Hedged UCITS ETF (Acc);IE00B42Z5J44;iShares;IBCG;IBCG.DE;IBCG GY;;0,64%;Accumulating;Optimised;EUR;EUR;100000 EUR;1,50%;IJPEEINAV.DE;INAVJPEE;MSCI Japan 100% EUR Hedged Index;www.ishares.com
837;ETF;iShares MSCI Poland UCITS ETF USD (Acc);IE00B4M7GH52;iShares;IBCJ;IBCJ.DE;IBCJ GY;;0,74%;Accumulating;Full Replication;USD;EUR;100000 EUR;3,00%;SPOLEINAV.DE;INAVPOLE;MSCI Poland Index;www.ishares.com
838;ETF;iShares MSCI World EUR Hedged UCITS ETF (Acc);IE00B441G979;iShares;IBCH;IBCH.DE;IBCH GY;;0,55%;Accumulating;Optimised;EUR;EUR;100000 EUR;1,50%;IWDEEINAV.DE;INAVWDEE;MSCI World Monthly EUR Hedged Index;www.ishares.com
839;ETF;iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc);IE00B6R51Z18;iShares;IS0D;IS0D.DE;IS0D GY;;0,55%;Accumulating;Full Replication;USD;EUR;100000 EUR;3,00%;IOGPEINAV.DE;INAVOGPE;S&P Commodity Producers Oil and Gas Exploration & Production Index;www.ishares.com
840;ETF;iShares S&P 500 EUR Hedged UCITS ETF (Acc);IE00B3ZW0K18;iShares;IBCF;IBCF.DE;IBCF GY;;0,20%;Accumulating;Optimised;EUR;EUR;100000 EUR;1,50%;IGUSEINAV.DE;INAVGUSE;S&P 500 EUR Hedged Index;www.ishares.com
841;ETF;iShares Spain Govt Bond UCITS ETF EUR (Dist);IE00B428Z604;iShares;IS0P;IS0P.DE;IS0P GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;1,50%;IESPEINAV.DE;INAVESPE;Bloomberg Barclays Spain Treasury Bond Index;www.ishares.com
842;ETF;iShares MSCI EM SRI UCITS ETF USD (Acc);IE00BYVJRP78;iShares;QDVS;QDVS.DE;QDVS GY;;0,35%;Accumulating;Full Replication;USD;EUR;50000 EUR;2,50%;3XK8INAV.DE;INAVUSE;MSCI Emerging Markets SRI Select Reduced Fossil Fuel Index;www.ishares.com
843;ETF;iShares MSCI USA SRI UCITS ETF USD (Acc);IE00BYVJRR92;iShares;QDVR;QDVR.DE;QDVR GY;;0,30%;Accumulating;Full Replication;USD;EUR;50000 EUR;1,50%;3XLDINAV.DE;INAVUAE;MSCI USA SRI Select Reduced Fossil Fuel Index;www.ishares.com
844;ETF;WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR Acc;DE000A2AHL91;WisdomTree;WTIM;WTIM.DE;WTIM GY;;0,29%;Accumulating;Full Replication;EUR;EUR;100000 EUR;2,00%;.EGRAEIV;EGRAEIV;WisdomTree Eurozone Quality Dividend Growth Index;www.wisdomtree.eu/home
845;ETF;Lyxor Euro Government Bond 15+Y (DR) UCITS ETF - Acc;LU1287023268;Lyxor;LYXF;LYXF.DE;LYXF GY;;0,17%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,00%;INMTFINAV.PA;EM15IV;Bloomberg Barclays Euro Treasury 50bn 15+ Year Bond Index;www.lyxoretf.de
846;ETF;Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF - Acc;LU1287023003;Lyxor;LYXC;LYXC.DE;LYXC GY;;0,17%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,00%;INMTCINAV.PA;EM57IV;Bloomberg Barclays Euro Treasury 50bn 5-7 Year Bond Index;www.lyxoretf.de
847;ETF;Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF - Acc;LU1287023185;Lyxor;LYXD;LYXD.DE;LYXD GY;;0,17%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,00%;INMTDINAV.PA;EM710IV;Bloomberg Barclays Euro Treasury 50bn 7-10 Year Bond Index;www.lyxoretf.de
848;ETF;Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond (DR) UCITS ETF - Acc;LU1287023342;Lyxor;LYXA;LYXA.DE;LYXA GY;;0,17%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,00%;INMAAINAV.PA;MAAIV;FTSE MTS Mid Price Highest Rated Macro-Weighted All-Maturity Index;www.lyxoretf.de
849;ETF;Xtrackers II USD Asia ex Japan Corporate Bond UCITS ETF 1D;LU1409136006;Xtrackers;ALQD;ALQD.DE;ALQD GY;;0,30%;Distributing;Optimised;USD;EUR;50000 EUR;5,00%;ALQDINAV.SG;ALQDIV;Markit iBoxx USD Liquid Asia ex-Japan Corporates Large Cap Investment Grade Index;www.etf.dws.com
850;ETF;iShares Ageing Population UCITS ETF USD (Acc);IE00BYZK4669;iShares;2B77;2B77.DE;2B77 GY;;0,40%;Accumulating;Optimised;USD;EUR;50000 EUR;2,50%;0O5VINAV.DE;INAVAGEE;iSTOXX FactSet Ageing Population Index;www.ishares.com
851;ETF;iShares Automation & Robotics UCITS ETF USD (Acc);IE00BYZK4552;iShares;2B76;2B76.DE;2B76 GY;;0,40%;Accumulating;Optimised;USD;EUR;50000 EUR;2,50%;0O5QINAV.DE;INAVRBOE;iSTOXX FactSet Automation & Robotics Index;www.ishares.com
852;ETF;iShares Digitalisation UCITS ETF USD (Acc);IE00BYZK4883;iShares;2B79;2B79.DE;2B79 GY;;0,40%;Accumulating;Optimised;USD;EUR;50000 EUR;2,50%;0O65INAV.DE;INAVDGTE;iSTOXX FactSet Digitalisation Index;www.ishares.com
853;ETF;iShares Healthcare Innovation UCITS ETF USD (Acc);IE00BYZK4776;iShares;2B78;2B78.DE;2B78 GY;;0,40%;Accumulating;Optimised;USD;EUR;50000 EUR;2,50%;0O60INAV.DE;INAVHEAE;iSTOXX FactSet Breakthrough Healthcare Index;www.ishares.com
854;ETF;BNP Paribas Easy Equity Low Vol Europe UCITS ETF - C;LU1377381717;EasyETF;VLEU;VLEU.DE;VLEU GY;;0,30%;Accumulating;Swap-based;EUR;EUR;50000 EUR;1,00%;IEVOEINAV.PA;IEVOE;BNP Paribas Equity Low Vol Europe Index;www.easy.bnpparibas.de
855;ETF;BNP Paribas Easy Equity Low Vol US UCITS ETF C;LU1377381980;EasyETF;VLUS;VLUS.DE;VLUS GY;;0,30%;Accumulating;Swap-based;EUR;EUR;50000 EUR;1,00%;IEVOUINAV.PA;IEVOU;BNP Paribas Equity Low Vol US Index;www.easy.bnpparibas.de
856;ETF;BNP Paribas Easy Equity Momentum Europe UCITS ETF - C;LU1377382012;EasyETF;MOEU;MOEU.DE;MOEU GY;;0,30%;Accumulating;Swap-based;EUR;EUR;50000 EUR;1,00%;IEMOMINAV.PA;IEMOM;BNP Paribas Equity Momentum Europe Index;www.easy.bnpparibas.de
857;ETF;BNP Paribas Easy Equity Quality Europe UCITS ETF - C;LU1377382103;EasyETF;QUEU;QUEU.DE;QUEU GY;;0,30%;Accumulating;Swap-based;EUR;EUR;50000 EUR;1,00%;IEQUAINAV.PA;IEQUA;BNP Paribas Equity Quality Europe Index;www.easy.bnpparibas.de
858;ETF;BNP Paribas Easy Equity Value Europe UCITS ETF - D;LU1377382285;EasyETF;VALU;VALU.DE;VALU GY;;0,30%;Accumulating;Swap-based;EUR;EUR;50000 EUR;1,00%;IEVAEINAV.PA;IEVAE;BNP Paribas Equity Value Europe Index;www.easy.bnpparibas.de
859;ETF;BNP Paribas Easy MSCI Emerging Markets ex CW UCITS ETF EUR - C;LU1291097779;EasyETF;EMKX;EMKX.DE;EMKX GY;;0,35%;Accumulating;Swap-based;USD;EUR;50000 EUR;2,00%;IEEMKINAV.PA;IEEMK;MSCI Emerging Markets ex Controversial Weapons Index;www.easy.bnpparibas.de
860;ETF;BNP Paribas Easy MSCI EMU ex CW UCITS ETF;LU1291098827;EasyETF;EMUX;EMUX.DE;EMUX GY;;0,25%;Accumulating;Full Replication;EUR;EUR;50000 EUR;2,00%;IEEMUINAV.PA;IEEMU;MSCI EMU ex Controversial Weapons Index;www.easy.bnpparibas.de
861;ETF;BNP Paribas Easy MSCI Europe ex CW UCITS ETF;LU1291099718;EasyETF;EEUX;EEUX.DE;EEUX GY;;0,25%;Accumulating;Full Replication;EUR;EUR;50000 EUR;2,00%;IEEUEINAV.PA;IEEUE;MSCI Europe ex Controversial Weapons Index;www.easy.bnpparibas.de
862;ETF;BNP Paribas Easy MSCI Europe ex UK ex CW UCITS ETF - C;LU1291100664;EasyETF;EEXU;EEXU.DE;EEXU GY;;0,25%;Accumulating;Full Replication;EUR;EUR;50000 EUR;2,00%;IEEXUINAV.PA;IEEXU;MSCI Europe ex UK ex Controversial Weapons Index;www.easy.bnpparibas.de
863;ETF;BNP Paribas Easy MSCI Europe Small Caps ex CW UCITS ETF - C;LU1291101555;EasyETF;EESM;EESM.DE;EESM GY;;0,25%;Accumulating;Swap-based;EUR;EUR;50000 EUR;2,00%;IEESMINAV.PA;IEESM;MSCI Europe Small Caps ex Controversial Weapons Index;www.easy.bnpparibas.de
864;ETF;BNP Paribas Easy MSCI Japan ex CW UCITS ETF - C;LU1291102447;EasyETF;EJAP;EJAP.DE;EJAP GY;;0,25%;Accumulating;Full Replication;EUR;EUR;50000 EUR;2,00%;IEJAPINAV.PA;IEJAP;MSCI Japan ex Controversial Weapons Index;www.easy.bnpparibas.de
865;ETF;BNP Paribas Easy MSCI North America ex CW UCITS ETF - C;LU1291104575;EasyETF;ENOA;ENOA.DE;ENOA GY;;0,25%;Accumulating;Full Replication;EUR;EUR;50000 EUR;2,00%;IENAMINAV.PA;IENAM;MSCI North America ex Controversial Weapons Index;www.easy.bnpparibas.de
866;ETF;BNP Paribas Easy MSCI Pacific ex Japan ex CW UCITS ETF - C;LU1291106356;EasyETF;PAC;PAC.DE;PAC GY;;0,25%;Accumulating;Full Replication;EUR;EUR;50000 EUR;2,00%;IEPEJINAV.PA;IEPEJ;MSCI Pacific ex Japan ex Controversial Weapons Index;www.easy.bnpparibas.de
867;ETF;BNP Paribas Easy MSCI USA SRI S-Series 5% Capped UCITS ETF;LU1291103338;EasyETF;EKLD;EKLD.DE;EKLD GY;;0,30%;Accumulating;Full Replication;USD;USD;50000 USD;2,00%;IEKLDINAV.PA;IEKLD;MSCI USA SRI 5% Issuer Capped Index;www.easy.bnpparibas.de
868;ETF;BNP Paribas Easy MSCI World SRI S-Series 5% Capped UCITS ETF - USD;LU1291108642;EasyETF;EWRD;EWRD.DE;EWRD GY;;0,25%;Accumulating;Full Replication;USD;USD;50000 USD;2,00%;IEWRDINAV.PA;IEWRD;MSCI World SRI 5% Issuer Capped Index;www.easy.bnpparibas.de
869;ETF;iShares Core FTSE 100 UCITS ETF GBP (Dist);IE0005042456;iShares;IUSZ;IUSZ.DE;IUSZ GY;;0,07%;Distributing;Full Replication;GBP;EUR;50000 EUR;1,50%;ISFINAV.DE;BEIFISFA;FTSE 100 Index;www.ishares.com
870;ETF;iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc);IE00BD1F4N50;iShares;QDVA;QDVA.DE;QDVA GY;;0,20%;Accumulating;Optimised;USD;EUR;50000 EUR;1,50%;421JINAV.DE;INAVUMOE;MSCI USA Momentum Index;www.ishares.com
871;ETF;iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc);IE00BD1F4L37;iShares;QDVB;QDVB.DE;QDVB GY;;0,20%;Accumulating;Optimised;USD;EUR;50000 EUR;1,50%;3095INAV.DE;INAVUQAE;MSCI USA Sector Neutral Quality Index;www.ishares.com
872;ETF;iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc);IE00BD1F4K20;iShares;QDVC;QDVC.DE;QDVC GY;;0,20%;Accumulating;Optimised;USD;EUR;50000 EUR;1,50%;309JINAV.DE;INAVUSZE;MSCI USA Mid Cap Equal Weighted Index;www.ishares.com
873;ETF;iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc);IE00BD1F4M44;iShares;QDVI;QDVI.DE;QDVI GY;;0,20%;Accumulating;Optimised;USD;EUR;50000 EUR;1,50%;421EINAV.DE;INAVUVLE;MSCI USA Enhanced Value Index;www.ishares.com
874;ETF;UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc;IE00BD34DK07;UBS ETF;UEQD;UEQD.DE;UEQD GY;;0,22%;Accumulating;Full Replication;USD;EUR;100000 EUR;2,00%;.ISP500E;ISP500E;S&P 500 EUR Hedged Index;www.ubs.com/etf
875;ETF;ComStage 1 SDAX UCITS ETF (I);DE000ETF9058;Lyxor;E905;E905.DE;E905 GY;;0,70%;Distributing;Full Replication;EUR;EUR;50000 EUR;2,00%;E905EURINAV=SOLA;E905EUIV;SDAX Index;www.lyxoretf.de
876;ETF;ComStage 1 TecDAX UCITS ETF (I);DE000ETF9082;Lyxor;E908;E908.DE;E908 GY;;0,40%;Distributing;Full Replication;EUR;EUR;100000 EUR;2,00%;E908EURINAV=SOLA;E908EUIV;TecDAX Index;www.lyxoretf.de
877;ETF;WisdomTree Emerging Markets Equity Income UCITS ETF - Acc;DE000A2ARXF9;WisdomTree;WTD8;WTD8.DE;WTD8 GY;;0,46%;Accumulating;Optimised;USD;EUR;50000 EUR;3,00%;;DEMREIV;WisdomTree Emerging Markets Equity Income Index;www.wisdomtree.eu/home
878;ETF;WisdomTree Europe SmallCap Dividend UCITS ETF - Acc;DE000A2ARXE2;WisdomTree;WTD7;WTD7.DE;WTD7 GY;;0,38%;Accumulating;Full Replication;EUR;EUR;50000 EUR;1,50%;;DFEAEIV;WisdomTree Europe Small Cap Dividend Index;www.wisdomtree.eu/home
879;ETF;WisdomTree US Equity Income UCITS ETF - Acc;DE000A2ARXG7;WisdomTree;WTD9;WTD9.DE;WTD9 GY;;0,29%;Accumulating;Full Replication;USD;EUR;50000 EUR;1,50%;;DHSAEIV;WisdomTree US Equity Income Index;www.wisdomtree.eu/home
880;ETF;WisdomTree US Equity Income UCITS ETF - EUR Hedged Acc;DE000A2AS9T2;WisdomTree;WTDY;WTDY.DE;WTDY GY;;0,35%;Accumulating;Full Replication;EUR;EUR;50000 EUR;1,50%;;DHSFEIV;WisdomTree US Equity Income EUR Hedged Index;www.wisdomtree.eu/home
881;ETF;WisdomTree S&P China 500 UCITS ETF Class B USD;LU1440654330;WisdomTree;ICW5;ICW5.DE;ICW5 GY;;0,55%;Distributing;Optimised;USD;EUR;7500 shares;3,00%;CHEVINAV.DE;CHEVIV;S&P China 500 Index;www.wisdomtree.eu/home
882;ETF;BNP Paribas Easy MSCI Emerging SRI S-Series 5% Capped UCITS ETF - USD;LU1291098314;EasyETF;ESRI;EMSR.DE;ESRI GY;;0,45%;Accumulating;Swap-based;USD;USD;50000 USD;2,00%;IEMSRINAV.PA;IEMSR;MSCI Emerging Markets SRI 5% Issuer Capped Index;www.easy.bnpparibas.de
883;ETF;Invesco US High Yield Fallen Angels UCITS ETF Dist;IE00BD0Q9673;Invesco;FAHY;FAHY.DE;FAHY GY;;0,45%;Distributing;Optimised;USD;EUR;50000 EUR;5,00%;HYFAEUiv.P;HYFAEUIV;Citi Time-Weighted US Fallen Angel Bond Select Index;etf.invesco.com
884;ETF;Xtrackers MSCI EMU Minimum Volatility UCITS ETF 1D;IE00BDGN9Z19;Xtrackers;XMVE;XMVE.DE;XMVE GY;;0,25%;Distributing;Full Replication;EUR;EUR;2200 shares;5,00%;XMVEINAV.SG;XMVEIV;MSCI EMU Minimum Volatility Index;www.etf.dws.com
885;ETF;Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Agriculture TR UCITS ETF - Acc;LU1435770406;Lyxor;CAMX;CAMX.DE;CAMX GY;;0,35%;Accumulating;Swap-based;USD;EUR;100000 EUR;1,00%;NVLLWLDX=SGEP;CAMXIV;Thomson Reuters/CoreCommodity CRB Non-Agriculture and Livestock Index;www.lyxoretf.de
886;ETF;Lyxor Core US TIPS (DR) UCITS ETF - Dist;LU1452600270;Lyxor;TIUP;TIUP.DE;TIUP GY;;0,09%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;;TIPUEIV;Bloomberg Barclays US Government Inflation-Linked Bond Index;www.lyxoretf.de
887;ETF;Lyxor EUR 2-10Y Inflation Expectations UCITS ETF - Acc;LU1390062245;Lyxor;EUIN;EUIN.DE;EUIN GY;;0,25%;Accumulating;Swap-based;EUR;EUR;100000 EUR;1,50%;.NSCFR0IINFL9;INFLAIV;Markit iBoxx EUR Breakeven EUR-Inflation France & Germany Index;www.lyxoretf.de
888;ETF;Lyxor US$ 10Y Inflation Expectations UCITS ETF - Acc;LU1390062831;Lyxor;UINF;UINF.DE;UINF GY;;0,25%;Accumulating;Swap-based;USD;EUR;100000 EUR;3,00%;.NSCFR0IINFU0;INFUIV;Markit iBoxx USD Breakeven 10-Year Inflation Index;www.lyxoretf.de
889;ETF;BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF - D;LU1291091228;EasyETF;EEP;EEP.DE;EEP GY;;0,40%;Distributing;Full Replication;EUR;EUR;50000 EUR;2,00%;INEEPINAV.PA;INEEP;FTSE EPRA/NAREIT Developed Europe Real Estate Index;www.easy.bnpparibas.de
890;ETF;Bank of China International (BOCI) Commerzbank - Shanghai Stock Exchange 50 A Share Index UCITS ETF A (EUR) D;LU1377632572;Lyxor;C2BC;C2BC.DE;C2BC GY;;0,80%;Distributing;Optimised;CNY;EUR;4500 shares;3,00%;;CNAVC2BC;Shanghai Stock Exchange 50 A Share Index;www.lyxoretf.de
891;ETF;Xtrackers II US Treasuries UCITS ETF 2D EUR Hedged;LU1399300455;Xtrackers;XUTE;XUTE.DE;XUTE GY;;0,10%;Distributing;Full Replication;USD;EUR;50000 EUR;5,00%;XUTEINAV.SG;XUTEIV;Markit iBoxx USD Treasuries Index;www.etf.dws.com
892;ETF;Amundi MSCI Brazil UCITS ETF (C);LU1437024992;Amundi;540F;BRZ.DE;BRZ GY;;0,55%;Accumulating;Swap-based;USD;USD;2700 shares;5,00%;INBRZINAV.PA;INBRZ;MSCI Brazil Index;www.amundietf.de
893;ETF;iShares OMX Stockholm Capped UCITS ETF;IE00BD3RYZ16;iShares;OM3X;OM3X.DE;OM3X GY;;0,10%;Accumulating;Full Replication;SEK;SEK;500000 SEK;1,50%;421SINAV.DE;INAVMXSS;OMX Stockholm Benchmark Cap Index;www.ishares.com
894;ETF;UBS ETF (LU) Bloomberg Barclays TIPS 10+ UCITS ETF (USD) A-dis;LU1459802754;UBS ETF;UIMB;UIMB.DE;UIMB GY;;0,20%;Distributing;Full Replication;USD;EUR;100000 EUR;2,00%;.ITIP10DEUR;UETFUIMB;Bloomberg Barclays US Government Inflation-Linked Bond 10+ Index;www.ubs.com/etf
895;ETF;BNP Paribas Easy S&P 500 UCITS ETF EUR Hedged - C;FR0013041530;EasyETF;ESEH;ESEH.DE;ESEH GY;;0,15%;Accumulating;Swap-based;EUR;EUR;50000 EUR;1,00%;IESEHINAV.PA;IESEH;S&P 500 Index;www.easy.bnpparibas.de
896;ETF;UBS ETF (LU) Bloomberg Barclays MSCI Euro Area Liquid Corporates Sustainable UCITS ETF (EUR) A-dis;LU1484799769;UBS ETF;UIMC;UIMC.DE;UIMC GY;;0,20%;Distributing;Optimised;EUR;EUR;100000 EUR;2,00%;.ICBSEU;ICBSEU;Bloomberg Barclays MSCI Euro Area Liquid Corporates Sustainable Index;www.ubs.com/etf
897;ETF;Ossiam Global Multi-Asset Risk-Control UCITS ETF 1C (EUR);LU1446552496;Ossiam;OSXM;OSXM.DE;OSXM GY;;0,55%;Accumulating;Swap-based;EUR;EUR;150000 EUR;1,00%;IGMRCINAV.PA;IGMRC;Global Multi-Asset Risk-Control Index;www.ossiam.com
898;ETF;BNP Paribas Easy Equity Low Vol Europe UCITS ETF - D;LU1481201025;EasyETF;VLED;VLED.DE;VLED GY;;0,30%;Distributing;Swap-based;EUR;EUR;50000 EUR;1,00%;IVLEDINAV.PA;IVLED;BNP Paribas Equity Low Vol Europe Index;www.easy.bnpparibas.de
899;ETF;BNP Paribas Easy Equity Low Vol US UCITS ETF D;LU1481201298;EasyETF;VLUD;VLUD.DE;VLUD GY;;0,30%;Distributing;Swap-based;EUR;EUR;50000 EUR;1,00%;IVLUDINAV.PA;IVLUD;BNP Paribas Equity Low Vol US Index;www.easy.bnpparibas.de
900;ETF;BNP Paribas Easy Equity Low Vol US UCITS ETF USD C;LU1481201371;EasyETF;VLUU;VLUU.DE;VLUU GY;;0,30%;Accumulating;Swap-based;EUR;USD;50000 USD;1,00%;IVLUUINAV.PA;IVLUU;BNP Paribas Equity Low Vol US Index;www.easy.bnpparibas.de
901;ETF;BNP Paribas Easy Equity Momentum Europe UCITS ETF - D;LU1481201538;EasyETF;MOED;EAMOED.DE;MOED GY;;0,30%;Distributing;Swap-based;EUR;EUR;50000 EUR;1,00%;IMOEDINAV.PA;IMOED;BNP Paribas Equity Momentum Europe Index;www.easy.bnpparibas.de
902;ETF;BNP Paribas Easy Equity Quality Europe UCITS ETF - D;LU1481201611;EasyETF;QUED;QUED.DE;QUED GY;;0,30%;Distributing;Swap-based;EUR;EUR;50000 EUR;1,00%;IQUEDINAV.PA;IQUED;BNP Paribas Equity Quality Europe Index;www.easy.bnpparibas.de
903;ETF;BNP Paribas Easy Equity Value Europe UCITS ETF - C;LU1481201702;EasyETF;VALD;VALD.DE;VALD GY;;0,30%;Distributing;Swap-based;EUR;EUR;50000 EUR;1,00%;IVALDINAV.PA;IVALD;BNP Paribas Equity Value Europe Index;www.easy.bnpparibas.de
904;ETF;BNP Paribas Easy Markit iBoxx EUR Liquid Corporates UCITS ETF - C;LU1481202775;EasyETF;ELQC;ELQC.DE;ELQC GY;;0,20%;Accumulating;Full Replication;EUR;EUR;50000 EUR;1,00%;ELQCINAV.PA;IELQC;Markit iBoxx EUR Liquid Corporates Index;www.easy.bnpparibas.de
905;ETF;iShares MSCI Japan SRI UCITS ETF;IE00BYX8XC17;iShares;SXR6;SXR6.DE;SXR6 GY;;0,30%;Accumulating;Full Replication;USD;EUR;50000 EUR;2,50%;X22VINAV.DE;INAVSUJP;MSCI Japan SRI Select Reduced Fossil Fuel Index;www.ishares.com
906;ETF;WisdomTree India Quality UCITS ETF - USD;DE000A2DJWH8;WisdomTree;WTDZ;WTDZ.DE;WTDZ GY;;0,73%;Distributing;Full Replication;USD;EUR;100000 EUR;2,50%;;EPIQEIV;WisdomTree India Quality Index;www.wisdomtree.eu/home
907;ETF;WisdomTree India Quality UCITS ETF - USD Acc;DE000A2DJWJ4;WisdomTree;WTD0;WTD0.DE;WTD0 GY;;0,73%;Accumulating;Full Replication;USD;EUR;100000 EUR;2,50%;;EPIEEIV;WisdomTree India Quality Index;www.wisdomtree.eu/home
908;ETF;Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1C;LU1109943388;Xtrackers;XHYA;XHYA.DE;XHYA GY;;0,20%;Accumulating;Optimised;EUR;EUR;50000 EUR;5,00%;XHYAEURINAV=SOLA;XHYAEUIV;Markit iBoxx EUR Liquid High Yield Index;www.etf.dws.com
909;ETF;iShares S&P 500 Consumer Staples Sector UCITS ETF;IE00B40B8R38;iShares;2B7D;2B7D.DE;2B7D GY;;0,15%;Accumulating;Full Replication;USD;EUR;50000 EUR;3,00%;0TMBINAV.DE;INAVIUCE;S&P 500 Capped 35/20 Consumer Staples Sector Index;www.ishares.com
910;ETF;iShares S&P 500 Industrials Sector UCITS ETF;IE00B4LN9N13;iShares;2B7C;2B7C.DE;2B7C GY;;0,15%;Accumulating;Full Replication;USD;EUR;50000 EUR;3,00%;0O7PINAV.DE;INAVIUIE;S&P 500 Capped 35/20 Industrials Index;www.ishares.com
911;ETF;iShares S&P 500 Materials Sector UCITS ETF;IE00B4MKCJ84;iShares;2B7B;2B7B.DE;2B7B GY;;0,15%;Accumulating;Full Replication;USD;EUR;50000 EUR;3,00%;0O7UINAV.DE;INAVIUME;S&P 500 Capped 35/20 Materials Index;www.ishares.com
912;ETF;iShares S&P 500 Utilities Sector UCITS ETF;IE00B4KBBD01;iShares;2B7A;2B7A.DE;2B7A GY;;0,15%;Accumulating;Full Replication;USD;EUR;50000 EUR;3,00%;0TMGINAV.DE;INAVIUUE;S&P 500 Capped 35/20 Utilities Index;www.ishares.com
913;ETF;Fidelity Global Quality Income UCITS ETF Inc-USD;IE00BYXVGZ48;Fidelity ETF;FGEQ;FGEQ.DE;FGEQ GY;;0,40%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;FGEQINAV=SOLA;FGEQIV;Fidelity Global Quality Income Index;www.fidelity-etfs.com
914;ETF;Fidelity US Quality Income UCITS ETF Acc-USD;IE00BYXVGY31;Fidelity ETF;FUSA;FUSA.DE;FUSA GY;;0,30%;Accumulating;Full Replication;USD;EUR;100000 EUR;1,50%;FUSAEINAV=SOLA;FUSAINAV;Fidelity US Quality Income Index;www.fidelity-etfs.com
915;ETF;Fidelity US Quality Income UCITS ETF Inc-USD;IE00BYXVGX24;Fidelity ETF;FUSD;FUSG.DE;FUSD GY;;0,30%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;FUSDEINAV=SOLA;FUSDINAV;Fidelity US Quality Income Index;www.fidelity-etfs.com
916;ETF;iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc);IE00BYXPXL17;iShares;SXR0;SXR0.DE;SXR0 GY;;0,35%;Accumulating;Optimised;EUR;EUR;50000 EUR;2,50%;0TVBINAV.DE;INAVSXRE;MSCI World Minimum Volatility Index;www.ishares.com
917;ETF;iShares Edge MSCI World Multifactor UCITS ETF EUR Hedged (Acc);IE00BYXPXK00;iShares;IS07;IS07.DE;IS07 GY;;0,55%;Accumulating;Optimised;EUR;EUR;50000 EUR;2,50%;0TVGINAV.DE;INAVIS0E;MSCI World Diversified Multi-Factor Index;www.ishares.com
918;ETF;Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Monthly Hedged to EUR - Dist;LU1574142243;Lyxor;STXH;STXH.DE;STXH GY;;0,15%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;NVLLSTXH=SGEP;STXHIV;STOXX Europe 600 EUR Hedged Index;www.lyxoretf.de
